QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following,,
Who are some of the worlds greatest female guitarists that play electric and acoustic?,https://www.quora.com/Who-are-some-of-the-worlds-greatest-female-guitarists-that-play-electric-and-acoustic,,,,,,,,,,,,
Which is the best city in Sweden for a young man?,https://www.quora.com/Which-is-the-best-city-in-Sweden-for-a-young-man,,,,,,,,,,,,
"I'm only 24, but my period seems to have stopped. Why has my period stopped?",https://www.quora.com/Im-only-24-but-my-period-seems-to-have-stopped-Why-has-my-period-stopped,,,,,,,,,,,,
"Why do unfit middle aged women in India wear a saree, even though they don't look good in a saree? What is the need of showing the midriff when it is not attractive?",https://www.quora.com/Why-do-unfit-middle-aged-women-in-India-wear-a-saree-even-though-they-dont-look-good-in-a-saree-What-is-the-need-of-showing-the-midriff-when-it-is-not-attractive,,,,,,,,,,,,
What is a Bank PO job for girls?,https://www.quora.com/What-is-a-Bank-PO-job-for-girls,,,,,,,,,,,,
How will women in India react if a stranger offers them a lift?,https://www.quora.com/How-will-women-in-India-react-if-a-stranger-offers-them-a-lift,,,,,,,,,,,,
"I am looking for a yoga top. I found this one, but am not sure if it is made from good material. Will it shrink? Should I get a bigger one?",https://www.quora.com/I-am-looking-for-a-yoga-top-I-found-this-one-but-am-not-sure-if-it-is-made-from-good-material-Will-it-shrink-Should-I-get-a-bigger-one,,,,,,,,,,,,
What are some of the best anti-aging products for Indian women above 40?,https://www.quora.com/What-are-some-of-the-best-anti-aging-products-for-Indian-women-above-40,,,,,,,,,,,,
What percentage of women on the planet menstruate?,https://www.quora.com/What-percentage-of-women-on-the-planet-menstruate,,,,,,,,,,,,
Are there any female character designers at Pixar?,https://www.quora.com/Are-there-any-female-character-designers-at-Pixar,,,,,,,,,,,,
Why do women complain about men judging them by their looks when women also do the same to men?,https://www.quora.com/Why-do-women-complain-about-men-judging-them-by-their-looks-when-women-also-do-the-same-to-men,,,,,,,,,,,,
Why do women constantly talk about/compare people's appearances?,https://www.quora.com/Why-do-women-constantly-talk-about-compare-peoples-appearances,,,,,,,,,,,,
Is referring to a country as 'she' sexist?,https://www.quora.com/Is-referring-to-a-country-as-she-sexist,,,,,,,,,,,,
How many women love Pakistani cultural dress?,https://www.quora.com/How-many-women-love-Pakistani-cultural-dress,,,,,,,,,,,,
Why is the world becoming increasingly feminist?,https://www.quora.com/Why-is-the-world-becoming-increasingly-feminist,,,,,,,,,,,,
What is the best sport for a girl to pursue that will later result in great fitness and will increase her chances of getting into a great university?,https://www.quora.com/What-is-the-best-sport-for-a-girl-to-pursue-that-will-later-result-in-great-fitness-and-will-increase-her-chances-of-getting-into-a-great-university,,,,,,,,,,,,
How much stronger is an average man than an average woman?,https://www.quora.com/How-much-stronger-is-an-average-man-than-an-average-woman,,,,,,,,,,,,
What is it like for a woman to work in the actuarial field?,https://www.quora.com/What-is-it-like-for-a-woman-to-work-in-the-actuarial-field,,,,,,,,,,,,
What percentage of women in India give birth to children without any incidents?,https://www.quora.com/What-percentage-of-women-in-India-give-birth-to-children-without-any-incidents,,,,,,,,,,,,
"How often do men in India (middle management and lower) find it hard to report to a woman, follow a woman and talk to a woman colleague?",https://www.quora.com/How-often-do-men-in-India-middle-management-and-lower-find-it-hard-to-report-to-a-woman-follow-a-woman-and-talk-to-a-woman-colleague,,,,,,,,,,,,
"As a lady, what should I know before going on a solo trip to Hampi from Bangalore?",https://www.quora.com/As-a-lady-what-should-I-know-before-going-on-a-solo-trip-to-Hampi-from-Bangalore,,,,,,,,,,,,
What are some of the things your mama didn't tell you about being pregnant?,https://www.quora.com/What-are-some-of-the-things-your-mama-didnt-tell-you-about-being-pregnant,,,,,,,,,,,,
What's the best exercise machine for an overweight woman in her late fifties?,https://www.quora.com/Whats-the-best-exercise-machine-for-an-overweight-woman-in-her-late-fifties,,,,,,,,,,,,
Why does my period last 2 days?,https://www.quora.com/Why-does-my-period-last-2-days,,,,,,,,,,,,
Can a housewife get the same freedom and respect as much as a working woman gets (from her in-laws)?,https://www.quora.com/Can-a-housewife-get-the-same-freedom-and-respect-as-much-as-a-working-woman-gets-from-her-in-laws,,,,,,,,,,,,
Why does a girl look down while walking?,https://www.quora.com/Why-does-a-girl-look-down-while-walking,,,,,,,,,,,,
What medical condition could cause a normal-sized woman to suddenly and dramatically develop extraordinarily large buttocks and hips while the rest of her body remains unchanged?,https://www.quora.com/What-medical-condition-could-cause-a-normal-sized-woman-to-suddenly-and-dramatically-develop-extraordinarily-large-buttocks-and-hips-while-the-rest-of-her-body-remains-unchanged,,,,,,,,,,,,
How do female physicians cope with their periods?,https://www.quora.com/How-do-female-physicians-cope-with-their-periods,,,,,,,,,,,,
Why do women have a right to tell a guy to not look at her in a certain way when she says that a guy has no right to comment on the kind of dress she wears?,https://www.quora.com/Why-do-women-have-a-right-to-tell-a-guy-to-not-look-at-her-in-a-certain-way-when-she-says-that-a-guy-has-no-right-to-comment-on-the-kind-of-dress-she-wears,,,,,,,,,,,,
Why had there been no female manager for a European men's football team? Is there some kind of rule or is this just another typical stereotype?,https://www.quora.com/Why-had-there-been-no-female-manager-for-a-European-mens-football-team-Is-there-some-kind-of-rule-or-is-this-just-another-typical-stereotype,,,,,,,,,,,,
"Are men and women moral and intellectual equals in Islam? Can Muslim women correct the moral beliefs, values and behavior of Muslim men?",https://www.quora.com/Are-men-and-women-moral-and-intellectual-equals-in-Islam-Can-Muslim-women-correct-the-moral-beliefs-values-and-behavior-of-Muslim-men,,,,,,,,,,,,
How many Greek tragedies have survived till today? How many of them have major female characters? Which ones that involved a major female character won the competition at the festival of Dionysus in Athens?,https://www.quora.com/How-many-Greek-tragedies-have-survived-till-today-How-many-of-them-have-major-female-characters-Which-ones-that-involved-a-major-female-character-won-the-competition-at-the-festival-of-Dionysus-in-Athens,,,,,,,,,,,,
Why is there high demand for female programmers?,https://www.quora.com/Why-is-there-high-demand-for-female-programmers,,,,,,,,,,,,
Philosophy of Everyday Life: What are the pros and cons of being a female in a male dominated profession?,https://www.quora.com/Philosophy-of-Everyday-Life/What-are-the-pros-and-cons-of-being-a-female-in-a-male-dominated-profession,,,,,,,,,,,,
What is the behavior for ADHD elder women?,https://www.quora.com/What-is-the-behavior-for-ADHD-elder-women,,,,,,,,,,,,
What are the pros and cons of being a male in a female dominated profession?,https://www.quora.com/What-are-the-pros-and-cons-of-being-a-male-in-a-female-dominated-profession,,,,,,,,,,,,
Do women elected in local bodies get to exercise their power properly?,https://www.quora.com/Do-women-elected-in-local-bodies-get-to-exercise-their-power-properly,,,,,,,,,,,,
Are there any benefits of being a woman in the field of programming?,https://www.quora.com/Are-there-any-benefits-of-being-a-woman-in-the-field-of-programming,,,,,,,,,,,,
Why should we be answerable / accountable for every step in our life?,https://www.quora.com/Why-should-we-be-answerable-accountable-for-every-step-in-our-life,,,,,,,,,,,,
Why do the poorest women have so many kids?,https://www.quora.com/Why-do-the-poorest-women-have-so-many-kids,,,,,,,,,,,,
Initially who (leaders/reformers) worked for women empowerment in India?,https://www.quora.com/Initially-who-leaders-reformers-worked-for-women-empowerment-in-India,,,,,,,,,,,,
What was the regular dress code for 17th century women and men?,https://www.quora.com/What-was-the-regular-dress-code-for-17th-century-women-and-men,,,,,,,,,,,,
Is giving extra reservations to women an injustice to men?,https://www.quora.com/Is-giving-extra-reservations-to-women-an-injustice-to-men,,,,,,,,,,,,
Is it true that women are smarter than men?,https://www.quora.com/Is-it-true-that-women-are-smarter-than-men,,,,,,,,,,,,
How are women's cultural expectations different in America vs. Europe?,https://www.quora.com/How-are-womens-cultural-expectations-different-in-America-vs-Europe,,,,,,,,,,,,
"Who, according to Indian women, is a gentleman?",https://www.quora.com/Who-according-to-Indian-women-is-a-gentleman,,,,,,,,,,,,
"If a woman severely restricts her calories from ages 16 to 25, what's the likelihood that she will develop early osteoporosis?",https://www.quora.com/If-a-woman-severely-restricts-her-calories-from-ages-16-to-25-whats-the-likelihood-that-she-will-develop-early-osteoporosis,,,,,,,,,,,,
What things do feminists want to change?,https://www.quora.com/What-things-do-feminists-want-to-change,,,,,,,,,,,,
I am an average looking girl who is envious of very beautiful women. How do I manage this?,https://www.quora.com/I-am-an-average-looking-girl-who-is-envious-of-very-beautiful-women-How-do-I-manage-this,,,,,,,,,,,,
What is the best job for a woman in computer science?,https://www.quora.com/What-is-the-best-job-for-a-woman-in-computer-science,,,,,,,,,,,,
"As a young woman, should I stand aside and watch my male colleagues back-slap each other to bro-tribe glory?",https://www.quora.com/As-a-young-woman-should-I-stand-aside-and-watch-my-male-colleagues-back-slap-each-other-to-bro-tribe-glory,,,,,,,,,,,,
Should I wear my bra to bed?,https://www.quora.com/Should-I-wear-my-bra-to-bed,,,,,,,,,,,,
"Is there any way in which I can fund for my college, if I live in India and I'm not working (determined to work), and my parents have abandoned me?",https://www.quora.com/Is-there-any-way-in-which-I-can-fund-for-my-college-if-I-live-in-India-and-Im-not-working-determined-to-work-and-my-parents-have-abandoned-me,,,,,,,,,,,,
Why were women chosen by nature to carry a womb and not men?,https://www.quora.com/Why-were-women-chosen-by-nature-to-carry-a-womb-and-not-men,,,,,,,,,,,,
Career Advice: I heard that there is a very low vacancy for female candidates in the Amazon web services (cloud computing). Is that true? Should I go for AWS technology?,https://www.quora.com/Career-Advice/I-heard-that-there-is-a-very-low-vacancy-for-female-candidates-in-the-Amazon-web-services-cloud-computing-Is-that-true-Should-I-go-for-AWS-technology,,,,,,,,,,,,
Do women want Clinton to be the first woman president?,https://www.quora.com/Do-women-want-Clinton-to-be-the-first-woman-president,,,,,,,,,,,,
Why are there only female contestants in India's Next Top Model?,https://www.quora.com/Why-are-there-only-female-contestants-in-Indias-Next-Top-Model,,,,,,,,,,,,
Why do some men and women purchase designer clothing when no name brands and second hand items can be just as comfortable and attractive?,https://www.quora.com/Why-do-some-men-and-women-purchase-designer-clothing-when-no-name-brands-and-second-hand-items-can-be-just-as-comfortable-and-attractive,,,,,,,,,,,,
"I'm a 24 year old female born on March 22. I am an Aries. So far, 2015 has been a very bad year. Everything has fallen apart in this year. How long will this last?",https://www.quora.com/Im-a-24-year-old-female-born-on-March-22-I-am-an-Aries-So-far-2015-has-been-a-very-bad-year-Everything-has-fallen-apart-in-this-year-How-long-will-this-last,,,,,,,,,,,,
"Why do women in general, produce less skin and hair pigments than men?",https://www.quora.com/Why-do-women-in-general-produce-less-skin-and-hair-pigments-than-men,,,,,,,,,,,,
How do women avoid being hit on during networking?,https://www.quora.com/How-do-women-avoid-being-hit-on-during-networking,,,,,,,,,,,,
Why are there a relatively fewer number of women spiritual seekers than men?,https://www.quora.com/Why-are-there-a-relatively-fewer-number-of-women-spiritual-seekers-than-men,,,,,,,,,,,,
"Are human females the only mammals who have a menstrual cycle? If other mammals can reproduce without it, then why is it a necessary part of the human reproduction system?",https://www.quora.com/Are-human-females-the-only-mammals-who-have-a-menstrual-cycle-If-other-mammals-can-reproduce-without-it-then-why-is-it-a-necessary-part-of-the-human-reproduction-system,,,,,,,,,,,,
Who are some women who were disabled and succeeded in their life which have not come to light?,https://www.quora.com/Who-are-some-women-who-were-disabled-and-succeeded-in-their-life-which-have-not-come-to-light,,,,,,,,,,,,
